201905152211519652;55876;0;9913
201905152211525007;57844;108.4761;9920
201905152211530186;58352;99.75613;9919
201905152211535326;58780;60.33278;9896
201905152211540511;59064;17.90716;9924
201905152211545841;59372;23.23661;9924
201905152211551202;59664;34.45903;9925
201905152211556634;59944;11.54875;9925
201905152211562057;60240;23.17962;9925
201905152211567510;60536;57.62498;9925
201905152211572868;60828;34.41908;9925
201905152211578320;61124;45.1831;9925
201905152211583866;61304;57.385;9925
201905152211589297;61916;28.45644;9925
201905152211594807;62204;40.35681;9925
