3.4407214;0.2915352;0;77.01475;0
4.4839311;0.2983079;250.002;77.01666;65.62306
5.5132053;0.299289;242.8898;77.12737;54.50225
6.5435328;0.299289;219.0132;77.02831;50.56997
7.5719777;0.299289;214.2837;77.02026;52.71673
8.6050345;0.299289;203.264;76.96882;51.41229
9.634386;0.299289;202.4808;76.97855;53.10459
10.6636059;0.299289;217.2988;76.97141;54.87556
11.6892317;0.299289;242.3397;77.01848;56.5808
12.7216037;0.299289;217.7344;77.01131;52.92009
13.7543046;0.299289;205.6483;76.9762;55.78069
14.7825478;0.299289;202.1044;76.96984;52.63972
15.8069729;0.299289;206.8294;76.95731;55.09263
16.834391;0.3002463;91.69352;76.91427;28.93569
