3.3928099;0.2932343;0;72.11564;0
4.4362111;0.2992173;279.278;72.08621;67.55704
5.4633552;0.3001745;205.1641;72.19062;48.12614
6.491085;0.3001745;218.0435;72.09935;47.39508
7.5150509;0.3001745;173.4492;72.09321;46.9501
8.5420938;0.3001745;223.206;72.09646;55.75596
9.5721079;0.3001745;233.2254;72.0891;56.25949
10.5991603;0.3001745;214.0941;72.08854;51.45832
11.6274105;0.3001745;221.6424;72.09412;57.45198
12.6540067;0.3001745;212.4635;72.19754;49.4624
13.6835563;0.3001745;203.0281;72.11945;48.65699
14.7083936;0.3001745;184.1221;72.09421;48.21289
15.7344354;0.3001745;211.8809;72.08969;54.7784
16.7593344;0.3001745;219.5338;72.03358;54.77192
17.7862443;0.3001745;193.6136;71.96699;51.2155
18.8101486;0.3001745;188.4922;72.05684;47.04992
19.8382599;0.3001745;193.0119;71.96439;45.54125
20.865166;0.3001745;180.2442;71.95934;47.25005
21.8880487;0.3001745;222.1553;71.96618;56.67615
22.9164009;0.3001745;228.3561;71.96724;52.80643
23.9412992;0.3001745;213.852;71.95043;51.11952
24.9667775;0.3001745;208.3386;71.92881;54.33405
25.9926162;0.3001745;202.9178;72.01631;49.06746
27.0229272;0.3001745;210.2995;71.91644;50.93319
28.049036;0.3001745;204.0476;71.97971;61.46129
29.0752904;0.2932343;90.1796;72.04765;42.62651
