1558892763;0.0169836;0;1365
1558892763;1.2379467;60;1365
1558892763;1.7392154;60;1366
1558892763;2.24049;60;1366
1558892763;2.7559789;60;1366
1558892763;3.2571155;60;1366
1558892763;3.7576825;60;1366
1558892763;4.2729022;60;1366
1558892763;4.7738369;60;1366
1558892763;5.2739338;60;1366
1558892763;5.7758867;60;1366
1558892763;6.2758562;60;1366
1558892763;6.7769917;60;1366
1558892763;7.2934774;60;1366
1558892763;7.7941324;60;1366
1558892763;8.2950605;60;1366
1558892763;8.811019;60;1366
1558892763;9.3122661;60;1366
1558892763;9.8294891;60;1366
1558892763;10.3301443;60;1366
1558892763;10.8307439;60;1366
1558892763;11.3460681;60;1366
1558892763;11.8631688;60;1367
1558892763;12.3641213;60;1367
1558892763;12.879733;60;1367
1558892763;13.3801712;60;1367
1558892763;13.8808327;60;1367
1558892763;14.3808649;60;1367
1558892763;14.8813633;60;1367
1558892763;15.3814305;60;1367
1558892763;15.8984395;60;1367
1558892763;16.4005891;60;1367
1558892763;16.9024469;60;1367
1558892763;17.4021152;60;1367
1558892763;17.9025667;60;1367
1558892763;18.4025969;60;1367
1558892763;18.9030531;64;1367
1558892763;19.4038565;64;1367
1558892763;19.903415;64;1367
1558892763;20.4209046;60;1367
1558892763;20.9367633;60;1367
1558892763;21.4385006;60;1367
1558892763;21.9394401;60;1368
1558892763;22.4385879;60;1368
1558892763;22.9386884;60;1368
1558892763;23.4394325;60;1368
1558892763;23.9401539;60;1368
1558892763;24.4407634;60;1368
1558892763;24.9418833;60;1368
1558892763;25.4418037;60;1368
1558892763;25.9418441;60;1368
1558892763;26.4575923;60;1368
1558892763;26.958594;60;1368
1558892763;27.4595567;60;1368
1558892763;27.9595659;60;1368
1558892763;28.4593436;60;1368
1558892763;28.9594415;60;1368
1558892763;29.4608859;60;1368
1558892763;29.9782271;60;1368
1558892763;30.4776882;60;1368
1558892763;30.9777574;60;1368
1558892763;31.477949;60;1368
1558892763;31.9787865;60;1369
1558892763;32.4794011;60;1369
1558892763;32.979673;60;1369
1558892763;33.480198;60;1369
1558892763;33.9809193;60;1369
1558892763;34.4975947;60;1369
1558892763;34.9981162;60;1369
1558892763;35.4992592;60;1369
1558892763;35.9979822;60;1369
1558892763;36.498998;60;1369
1558892763;37.0002728;60;1369
1558892763;37.4995273;60;1369
1558892763;38.0002511;60;1369
1558892763;38.5173299;60;1369
1558892763;39.0176778;60;1369
1558892763;39.5183091;60;1369
1558892763;40.034537;60;1369
1558892763;40.535416;60;1369
1558892763;41.0520236;60;1369
1558892763;41.5530704;60;1369
1558892763;42.0532095;56;1370
1558892763;42.5536681;60;1370
1558892763;43.0715183;60;1370
1558892763;43.5707217;60;1370
1558892763;44.0719848;60;1370
1558892763;44.5727109;60;1370
1558892763;45.0729589;60;1368
1558892763;45.5739724;60;1368
1558892763;46.0740624;60;1368
1558892763;46.591708;60;1368
1558892763;47.0924274;60;1368
1558892763;47.5917303;60;1368
1558892763;48.0933948;60;1368
1558892763;48.6104269;60;1368
1558892763;49.1102427;60;1368
1558892763;49.6104578;60;1368
1558892763;50.1107624;60;1368
1558892763;50.6119228;60;1368
1558892763;51.1292972;60;1368
1558892763;51.6453144;60;1368
1558892763;52.1457018;60;1368
1558892763;52.6453634;60;1368
1558892763;53.1476636;60;1368
1558892763;53.6632588;60;1368
1558892763;54.163643;60;1368
1558892763;54.6645256;60;1368
